username,full_text,Label,cleaned_text,casefolding_text,norm_text,token_text,swremove_text,stem_text,Sentimen,mention,hashtag
nusabalicom,Pasangan ganda campuran tenis meja Bali berhasil mencetak sejarah dengan meraih medali emas pada partai final melawan Jawa Timur dalam PON XXI/2024 Aceh dan Sumatera Utara Minggu (15/9/2024) di GOR Angsapura Medan Sumatera Utara dalam lima set penuh. https://t.co/tVlWJX56as,1,Pasangan ganda campuran tenis meja Bali berhasil mencetak sejarah dengan meraih medali emas pada partai final melawan Jawa Timur dalam PON XXI Aceh dan Sumatera Utara Minggu di GOR Angsapura Medan Sumatera Utara dalam lima set penuh,pasangan ganda campuran tenis meja bali berhasil mencetak sejarah dengan meraih medali emas pada partai final melawan jawa timur dalam pon xxi aceh dan sumatera utara minggu di gor angsapura medan sumatera utara dalam lima set penuh,pasangan ganda campuran tenis meja bali berhasil mencetak sejarah dengan meraih medali emas pada partai final melawan jawa timur dalam pon xxi aceh dan sumatera utara minggu di gor angsapura medan sumatera utara dalam lima set penuh,"['pasangan', 'ganda', 'campuran', 'tenis', 'meja', 'bali', 'berhasil', 'mencetak', 'sejarah', 'dengan', 'meraih', 'medali', 'emas', 'pada', 'partai', 'final', 'melawan', 'jawa', 'timur', 'dalam', 'pon', 'xxi', 'aceh', 'dan', 'sumatera', 'utara', 'minggu', 'di', 'gor', 'angsapura', 'medan', 'sumatera', 'utara', 'dalam', 'lima', 'set', 'penuh']","['pasangan', 'ganda', 'campuran', 'tenis', 'meja', 'bali', 'berhasil', 'mencetak', 'sejarah', 'meraih', 'medali', 'emas', 'partai', 'final', 'melawan', 'jawa', 'timur', 'pon', 'xxi', 'aceh', 'sumatera', 'utara', 'minggu', 'gor', 'angsapura', 'medan', 'sumatera', 'utara', 'lima', 'set', 'penuh']",pasang ganda campur tenis meja bal hasil cetak sejarah raih medali emas partai final lawan jawa timur pon xxi aceh sumatera utara minggu gor angsapura medan sumatera utara lima set penuh,Positif,[],[]
ponxxiaceh,update medali cabor Tenis Putra selamat Jawa Timur MC PON XXI ACEH/Reza Saifullah #PONAcehSumut2024 #PONXXIAceh #BersatuKitaJuara https://t.co/ZSJaGQPP1T,1,update medali cabor Tenis Putra selamat Jawa Timur MC PON XXI ACEH Reza Saifullah,update medali cabor tenis putra selamat jawa timur mc pon xxi aceh reza saifullah,update medali cabor tenis putra selamat jawa timur mc pon xxi aceh reza saifullah,"['update', 'medali', 'cabor', 'tenis', 'putra', 'selamat', 'jawa', 'timur', 'mc', 'pon', 'xxi', 'aceh', 'reza', 'saifullah']","['update', 'medali', 'cabor', 'tenis', 'putra', 'selamat', 'jawa', 'timur', 'mc', 'pon', 'xxi', 'aceh', 'reza', 'saifullah']",update medali cabor tenis putra selamat jawa timur mc pon xxi aceh reza saifullah,Positif,[],"['#PONAcehSumut2024', '#PONXXIAceh', '#BersatuKitaJuara']"
ANTARAJatim_,Tim tenis meja Jawa Timur akan berhadapan dengan Bali pada laga final ganda campuran Pekan Olahraga Nasional (PON) XXI Aceh Sumatera Utara yang digelar di GOR Angsapura Medan Minggu. https://t.co/1QsKn1JJqI,0,Tim tenis meja Jawa Timur akan berhadapan dengan Bali pada laga final ganda campuran Pekan Olahraga Nasional PON XXI Aceh Sumatera Utara yang digelar di GOR Angsapura Medan Minggu,tim tenis meja jawa timur akan berhadapan dengan bali pada laga final ganda campuran pekan olahraga nasional pon xxi aceh sumatera utara yang digelar di gor angsapura medan minggu,tim tenis meja jawa timur akan berhadapan dengan bali pada laga final ganda campuran pekan olahraga nasional pon xxi aceh sumatera utara yang digelar di gor angsapura medan minggu,"['tim', 'tenis', 'meja', 'jawa', 'timur', 'akan', 'berhadapan', 'dengan', 'bali', 'pada', 'laga', 'final', 'ganda', 'campuran', 'pekan', 'olahraga', 'nasional', 'pon', 'xxi', 'aceh', 'sumatera', 'utara', 'yang', 'digelar', 'di', 'gor', 'angsapura', 'medan', 'minggu']","['tim', 'tenis', 'meja', 'jawa', 'timur', 'berhadapan', 'bali', 'laga', 'final', 'ganda', 'campuran', 'pekan', 'olahraga', 'nasional', 'pon', 'xxi', 'aceh', 'sumatera', 'utara', 'digelar', 'gor', 'angsapura', 'medan', 'minggu']",tim tenis meja jawa timur hadap bal laga final ganda campur pekan olahraga nasional pon xxi aceh sumatera utara gelar gor angsapura medan minggu,Netral,[],[]
CrowDits,@Ternoda_ @eretzsport022 @junisoehardjo @tsuroiya @FebryMeuthia @ivvaty @id3pp @uniquequeen @rerisabariah1 @adekumala @carinadh7 @lyndaibrahim @LunaMaya26 @dila_11 Yg mau nonton live streaming penyisihan perorangan tenis PON Aceh-Sumut https://t.co/5Yf87qFQDk,1,Yg mau nonton live streaming penyisihan perorangan tenis PON Aceh Sumut,yg mau nonton live streaming penyisihan perorangan tenis pon aceh sumut,yang mau nonton live streaming penyisihan perorangan tenis pon aceh sumut,"['yang', 'mau', 'nonton', 'live', 'streaming', 'penyisihan', 'perorangan', 'tenis', 'pon', 'aceh', 'sumut']","['mau', 'nonton', 'live', 'streaming', 'penyisihan', 'perorangan', 'tenis', 'pon', 'aceh', 'sumut']",mau nonton live streaming sisih orang tenis pon aceh sumut,Positif,"['@Ternoda_', '@eretzsport022', '@junisoehardjo', '@tsuroiya', '@FebryMeuthia', '@ivvaty', '@id3pp', '@uniquequeen', '@rerisabariah1', '@adekumala', '@carinadh7', '@lyndaibrahim', '@LunaMaya26', '@dila_11']",[]
nusabalicom,Pasangan Bali Komang Sugita dan Made Sisca Pratiwi berhasil menundukkan pasangan Jawa Timur Rizal Zuli dan Siti Aminah pada babak perempat final ganda campuran tenis meja PON XXI Aceh Sumatera Utara 2024. https://t.co/ky5VQVgabv,1,Pasangan Bali Komang Sugita dan Made Sisca Pratiwi berhasil menundukkan pasangan Jawa Timur Rizal Zuli dan Siti Aminah pada babak perempat final ganda campuran tenis meja PON XXI Aceh Sumatera Utara,pasangan bali komang sugita dan made sisca pratiwi berhasil menundukkan pasangan jawa timur rizal zuli dan siti aminah pada babak perempat final ganda campuran tenis meja pon xxi aceh sumatera utara,pasangan bali komang sugita dan made sisca pratiwi berhasil menundukkan pasangan jawa timur rizal zuli dan siti aminah pada babak perempat final ganda campuran tenis meja pon xxi aceh sumatera utara,"['pasangan', 'bali', 'komang', 'sugita', 'dan', 'made', 'sisca', 'pratiwi', 'berhasil', 'menundukkan', 'pasangan', 'jawa', 'timur', 'rizal', 'zuli', 'dan', 'siti', 'aminah', 'pada', 'babak', 'perempat', 'final', 'ganda', 'campuran', 'tenis', 'meja', 'pon', 'xxi', 'aceh', 'sumatera', 'utara']","['pasangan', 'bali', 'komang', 'sugita', 'made', 'sisca', 'pratiwi', 'berhasil', 'menundukkan', 'pasangan', 'jawa', 'timur', 'rizal', 'zuli', 'siti', 'aminah', 'babak', 'perempat', 'final', 'ganda', 'campuran', 'tenis', 'meja', 'pon', 'xxi', 'aceh', 'sumatera', 'utara']",pasang bal komang sugita made sisca pratiwi hasil tunduk pasang jawa timur rizal zuli siti aminah babak empat final ganda campur tenis meja pon xxi aceh sumatera utara,Positif,[],[]
ANTARAJatim_,Pelatih tenis Jawa Timur Irmantara Subagio menyatakan timnya menentukan formasi petenis pada Pekan Olahraga Nasional (PON) Aceh-Sumatera Utara 2024 berdasarkan kebutuhan. https://t.co/oVb8NQ7Rev,0,Pelatih tenis Jawa Timur Irmantara Subagio menyatakan timnya menentukan formasi petenis pada Pekan Olahraga Nasional PON Aceh Sumatera Utara berdasarkan kebutuhan,pelatih tenis jawa timur irmantara subagio menyatakan timnya menentukan formasi petenis pada pekan olahraga nasional pon aceh sumatera utara berdasarkan kebutuhan,pelatih tenis jawa timur irmantara subagio menyatakan timnya menentukan formasi petenis pada pekan olahraga nasional pon aceh sumatera utara berdasarkan kebutuhan,"['pelatih', 'tenis', 'jawa', 'timur', 'irmantara', 'subagio', 'menyatakan', 'timnya', 'menentukan', 'formasi', 'petenis', 'pada', 'pekan', 'olahraga', 'nasional', 'pon', 'aceh', 'sumatera', 'utara', 'berdasarkan', 'kebutuhan']","['pelatih', 'tenis', 'jawa', 'timur', 'irmantara', 'subagio', 'menyatakan', 'timnya', 'menentukan', 'formasi', 'petenis', 'pekan', 'olahraga', 'nasional', 'pon', 'aceh', 'sumatera', 'utara', 'berdasarkan', 'kebutuhan']",latih tenis jawa timur irmantara subagio nyata tim tentu formasi tenis pekan olahraga nasional pon aceh sumatera utara dasar butuh,Netral,[],[]
ngopibareng_id,Tenis Lapangan Jatim menyapu bersih dua medali emas di nomor beregu putra dan putri Pekan Olahraga Nasional (PON) XXI 2024 Aceh-Sumatera Utara https://t.co/rx2TrNOFdp #PONXXI2024AcehSumut #PONAcehSumut #TenisJatim #PON2024,1,Tenis Lapangan Jatim menyapu bersih dua medali emas di nomor beregu putra dan putri Pekan Olahraga Nasional PON XXI Aceh Sumatera Utara,tenis lapangan jatim menyapu bersih dua medali emas di nomor beregu putra dan putri pekan olahraga nasional pon xxi aceh sumatera utara,tenis lapangan jatim menyapu bersih dua medali emas di nomor beregu putra dan putri pekan olahraga nasional pon xxi aceh sumatera utara,"['tenis', 'lapangan', 'jatim', 'menyapu', 'bersih', 'dua', 'medali', 'emas', 'di', 'nomor', 'beregu', 'putra', 'dan', 'putri', 'pekan', 'olahraga', 'nasional', 'pon', 'xxi', 'aceh', 'sumatera', 'utara']","['tenis', 'lapangan', 'jatim', 'menyapu', 'bersih', 'medali', 'emas', 'nomor', 'beregu', 'putra', 'putri', 'pekan', 'olahraga', 'nasional', 'pon', 'xxi', 'aceh', 'sumatera', 'utara']",tenis lapang jatim sapu bersih medali emas nomor regu putra putri pekan olahraga nasional pon xxi aceh sumatera utara,Positif,[],"['#PONXXI2024AcehSumut', '#PONAcehSumut', '#TenisJatim', '#PON2024']"
ANTARAJatim_,Tim tenis Jawa Timur (Jatim) tidak menemui hambatan untuk mengawinkan medali emas nomor beregu putra dan beregu putri pada Pekan Olahraga Nasional (PON) XXI Aceh-Sumatera Utara 2024 setelah memainkan laga-laga final https://t.co/rj6YJcad4Q,1,Tim tenis Jawa Timur Jatim tidak menemui hambatan untuk mengawinkan medali emas nomor beregu putra dan beregu putri pada Pekan Olahraga Nasional PON XXI Aceh Sumatera Utara setelah memainkan laga laga final,tim tenis jawa timur jatim tidak menemui hambatan untuk mengawinkan medali emas nomor beregu putra dan beregu putri pada pekan olahraga nasional pon xxi aceh sumatera utara setelah memainkan laga laga final,tim tenis jawa timur jatim tidak menemui hambatan untuk mengawinkan medali emas nomor beregu putra dan beregu putri pada pekan olahraga nasional pon xxi aceh sumatera utara setelah memainkan laga laga final,"['tim', 'tenis', 'jawa', 'timur', 'jatim', 'tidak', 'menemui', 'hambatan', 'untuk', 'mengawinkan', 'medali', 'emas', 'nomor', 'beregu', 'putra', 'dan', 'beregu', 'putri', 'pada', 'pekan', 'olahraga', 'nasional', 'pon', 'xxi', 'aceh', 'sumatera', 'utara', 'setelah', 'memainkan', 'laga', 'laga', 'final']","['tim', 'tenis', 'jawa', 'timur', 'jatim', 'menemui', 'hambatan', 'mengawinkan', 'medali', 'emas', 'nomor', 'beregu', 'putra', 'beregu', 'putri', 'pekan', 'olahraga', 'nasional', 'pon', 'xxi', 'aceh', 'sumatera', 'utara', 'memainkan', 'laga', 'laga', 'final']",tim tenis jawa timur jatim temu hambat awin medali emas nomor regu putra regu putri pekan olahraga nasional pon xxi aceh sumatera utara main laga laga final,Positif,[],[]
antaranews,PON XXI Aceh-Sumut: Final tenis beregu putra Jatim taklukkan Kalsel https://t.co/HECWEBCGy1,1,PON XXI Aceh Sumut Final tenis beregu putra Jatim taklukkan Kalsel,pon xxi aceh sumut final tenis beregu putra jatim taklukkan kalsel,pon xxi aceh sumut final tenis beregu putra jatim taklukkan kalsel,"['pon', 'xxi', 'aceh', 'sumut', 'final', 'tenis', 'beregu', 'putra', 'jatim', 'taklukkan', 'kalsel']","['pon', 'xxi', 'aceh', 'sumut', 'final', 'tenis', 'beregu', 'putra', 'jatim', 'taklukkan', 'kalsel']",pon xxi aceh sumut final tenis regu putra jatim takluk kalsel,Positif,[],[]
ANTARABengkulu,Sebanyak 41 pasangan ganda campuran dari 22 provinsi peserta cabang olahraga tenis meja bertanding di GOR Angsapura Medan Sabtu dalam rangka perebutan empat tiket semifinal pada ajang Pekan Olahraga Nasional (PON) XXI Aceh-Sumatera Utara.https://t.co/QNrBwlYnTE,0,Sebanyak pasangan ganda campuran dari provinsi peserta cabang olahraga tenis meja bertanding di GOR Angsapura Medan Sabtu dalam rangka perebutan empat tiket semifinal pada ajang Pekan Olahraga Nasional PON XXI Aceh Sumatera Utara,sebanyak pasangan ganda campuran dari provinsi peserta cabang olahraga tenis meja bertanding di gor angsapura medan sabtu dalam rangka perebutan empat tiket semifinal pada ajang pekan olahraga nasional pon xxi aceh sumatera utara,sebanyak pasangan ganda campuran dari provinsi peserta cabang olahraga tenis meja bertanding di gor angsapura medan sabtu dalam rangka perebutan empat tiket semifinal pada ajang pekan olahraga nasional pon xxi aceh sumatera utara,"['sebanyak', 'pasangan', 'ganda', 'campuran', 'dari', 'provinsi', 'peserta', 'cabang', 'olahraga', 'tenis', 'meja', 'bertanding', 'di', 'gor', 'angsapura', 'medan', 'sabtu', 'dalam', 'rangka', 'perebutan', 'empat', 'tiket', 'semifinal', 'pada', 'ajang', 'pekan', 'olahraga', 'nasional', 'pon', 'xxi', 'aceh', 'sumatera', 'utara']","['sebanyak', 'pasangan', 'ganda', 'campuran', 'provinsi', 'peserta', 'cabang', 'olahraga', 'tenis', 'meja', 'bertanding', 'gor', 'angsapura', 'medan', 'sabtu', 'rangka', 'perebutan', 'empat', 'tiket', 'semifinal', 'ajang', 'pekan', 'olahraga', 'nasional', 'pon', 'xxi', 'aceh', 'sumatera', 'utara']",banyak pasang ganda campur provinsi serta cabang olahraga tenis meja tanding gor angsapura medan sabtu rangka rebut empat tiket semifinal ajang pekan olahraga nasional pon xxi aceh sumatera utara,Netral,[],[]
ryan_ahmd8,Hari ke-4 PON XXI 2024 Aceh-Sumut bakal seru banget dengan pertandingan tenis meja yang keren! #eSportPONXXIBerlaga #eSportPONXXIBerlaga,1,Hari ke PON XXI Aceh Sumut bakal seru banget dengan pertandingan tenis meja yang keren,hari ke pon xxi aceh sumut bakal seru banget dengan pertandingan tenis meja yang keren,hari ke pon xxi aceh sumut bakal seru banget dengan pertandingan tenis meja yang keren,"['hari', 'ke', 'pon', 'xxi', 'aceh', 'sumut', 'bakal', 'seru', 'banget', 'dengan', 'pertandingan', 'tenis', 'meja', 'yang', 'keren']","['hari', 'pon', 'xxi', 'aceh', 'sumut', 'bakal', 'seru', 'banget', 'pertandingan', 'tenis', 'meja', 'keren']",hari pon xxi aceh sumut bakal seru banget tanding tenis meja keren,Positif,[],"['#eSportPONXXIBerlaga', '#eSportPONXXIBerlaga']"
mhmmd_ikhsan28,Di hari ke-5 PON XXI 2024 Aceh-Sumut pertandingan tenis meja bakal jadi highlight utama! #eSportPONXXIBerlaga #eSportPONXXIBerlaga,1,Di hari ke PON XXI Aceh Sumut pertandingan tenis meja bakal jadi highlight utama,di hari ke pon xxi aceh sumut pertandingan tenis meja bakal jadi highlight utama,di hari ke pon xxi aceh sumut pertandingan tenis meja bakal jadi highlight utama,"['di', 'hari', 'ke', 'pon', 'xxi', 'aceh', 'sumut', 'pertandingan', 'tenis', 'meja', 'bakal', 'jadi', 'highlight', 'utama']","['hari', 'pon', 'xxi', 'aceh', 'sumut', 'pertandingan', 'tenis', 'meja', 'bakal', 'jadi', 'highlight', 'utama']",hari pon xxi aceh sumut tanding tenis meja bakal jadi highlight utama,Positif,[],"['#eSportPONXXIBerlaga', '#eSportPONXXIBerlaga']"
nabila_zahra1,Nonton pertandingan tenis di hari ke-5 PON XXI 2024 Aceh-Sumut pasti bikin semua orang betah! #eSportPONXXIBerlaga #eSportPONXXIBerlaga,1,Nonton pertandingan tenis di hari ke PON XXI Aceh Sumut pasti bikin semua orang betah,nonton pertandingan tenis di hari ke pon xxi aceh sumut pasti bikin semua orang betah,nonton pertandingan tenis di hari ke pon xxi aceh sumut pasti membuat semua orang betah,"['nonton', 'pertandingan', 'tenis', 'di', 'hari', 'ke', 'pon', 'xxi', 'aceh', 'sumut', 'pasti', 'membuat', 'semua', 'orang', 'betah']","['nonton', 'pertandingan', 'tenis', 'hari', 'pon', 'xxi', 'aceh', 'sumut', 'membuat', 'semua', 'orang', 'betah']",nonton tanding tenis hari pon xxi aceh sumut buat semua orang betah,Positif,[],"['#eSportPONXXIBerlaga', '#eSportPONXXIBerlaga']"
ciaobela_uyaina,Hari ke-5 PON XXI 2024 Aceh-Sumut bakal ada pertandingan tenis meja yang seru abis jangan sampai ketinggalan! #eSportPONXXIBerlaga #eSportPONXXIBerlaga,1,Hari ke PON XXI Aceh Sumut bakal ada pertandingan tenis meja yang seru abis jangan sampai ketinggalan,hari ke pon xxi aceh sumut bakal ada pertandingan tenis meja yang seru abis jangan sampai ketinggalan,hari ke pon xxi aceh sumut bakal ada pertandingan tenis meja yang seru abis jangan sampai ketinggalan,"['hari', 'ke', 'pon', 'xxi', 'aceh', 'sumut', 'bakal', 'ada', 'pertandingan', 'tenis', 'meja', 'yang', 'seru', 'abis', 'jangan', 'sampai', 'ketinggalan']","['hari', 'pon', 'xxi', 'aceh', 'sumut', 'bakal', 'pertandingan', 'tenis', 'meja', 'seru', 'abis', 'jangan', 'ketinggalan']",hari pon xxi aceh sumut bakal tanding tenis meja seru abis jangan tinggal,Positif,[],"['#eSportPONXXIBerlaga', '#eSportPONXXIBerlaga']"
agus_sntosoo,Hari ke-5 PON XXI 2024 Aceh-Sumut bakal ada pertandingan tenis yang super seru! #eSportPONXXIBerlaga #eSportPONXXIBerlaga,1,Hari ke PON XXI Aceh Sumut bakal ada pertandingan tenis yang super seru,hari ke pon xxi aceh sumut bakal ada pertandingan tenis yang super seru,hari ke pon xxi aceh sumut bakal ada pertandingan tenis yang super seru,"['hari', 'ke', 'pon', 'xxi', 'aceh', 'sumut', 'bakal', 'ada', 'pertandingan', 'tenis', 'yang', 'super', 'seru']","['hari', 'pon', 'xxi', 'aceh', 'sumut', 'bakal', 'pertandingan', 'tenis', 'super', 'seru']",hari pon xxi aceh sumut bakal tanding tenis super seru,Positif,[],"['#eSportPONXXIBerlaga', '#eSportPONXXIBerlaga']"
indra_lesmna75,Di hari ke-5 PON XXI 2024 Aceh-Sumut pertandingan tenis bakal jadi highlight utama yang seru! #eSportPONXXIBerlaga #eSportPONXXIBerlaga,1,Di hari ke PON XXI Aceh Sumut pertandingan tenis bakal jadi highlight utama yang seru,di hari ke pon xxi aceh sumut pertandingan tenis bakal jadi highlight utama yang seru,di hari ke pon xxi aceh sumut pertandingan tenis bakal jadi highlight utama yang seru,"['di', 'hari', 'ke', 'pon', 'xxi', 'aceh', 'sumut', 'pertandingan', 'tenis', 'bakal', 'jadi', 'highlight', 'utama', 'yang', 'seru']","['hari', 'pon', 'xxi', 'aceh', 'sumut', 'pertandingan', 'tenis', 'bakal', 'jadi', 'highlight', 'utama', 'seru']",hari pon xxi aceh sumut tanding tenis bakal jadi highlight utama seru,Positif,[],"['#eSportPONXXIBerlaga', '#eSportPONXXIBerlaga']"
ningsih_ayu52,Gue yakin banget hari ke-5 PON XXI 2024 Aceh-Sumut bakal rame dengan pertandingan tenis meja yang seru. #eSportPONXXIBerlaga #eSportPONXXIBerlaga,1,Gue yakin banget hari ke PON XXI Aceh Sumut bakal rame dengan pertandingan tenis meja yang seru,gue yakin banget hari ke pon xxi aceh sumut bakal rame dengan pertandingan tenis meja yang seru,gue yakin banget hari ke pon xxi aceh sumut bakal rame dengan pertandingan tenis meja yang seru,"['gue', 'yakin', 'banget', 'hari', 'ke', 'pon', 'xxi', 'aceh', 'sumut', 'bakal', 'rame', 'dengan', 'pertandingan', 'tenis', 'meja', 'yang', 'seru']","['gue', 'yakin', 'banget', 'hari', 'pon', 'xxi', 'aceh', 'sumut', 'bakal', 'rame', 'pertandingan', 'tenis', 'meja', 'seru']",gue yakin banget hari pon xxi aceh sumut bakal rame tanding tenis meja seru,Positif,[],"['#eSportPONXXIBerlaga', '#eSportPONXXIBerlaga']"
masakini_co,Aceh Siapkan Atlet Tenis Potensial untuk Raih Medali Emas PON #MasakiniPON https://t.co/Un8pf09MhL,1,Aceh Siapkan Atlet Tenis Potensial untuk Raih Medali Emas PON,aceh siapkan atlet tenis potensial untuk raih medali emas pon,aceh siapkan atlet tenis potensial untuk raih medali emas pon,"['aceh', 'siapkan', 'atlet', 'tenis', 'potensial', 'untuk', 'raih', 'medali', 'emas', 'pon']","['aceh', 'siapkan', 'atlet', 'tenis', 'potensial', 'raih', 'medali', 'emas', 'pon']",aceh siap atlet tenis potensial raih medali emas pon,Positif,[],['#MasakiniPON']
maras_tarihoran,Nonton pertandingan tenis di hari ke-4 PON XXI 2024 Aceh-Sumut pasti jadi pengalaman yang nggak bisa dilupakan! #eSportPONXXIBerlaga #eSportPONXXIBerlaga,1,Nonton pertandingan tenis di hari ke PON XXI Aceh Sumut pasti jadi pengalaman yang nggak bisa dilupakan,nonton pertandingan tenis di hari ke pon xxi aceh sumut pasti jadi pengalaman yang nggak bisa dilupakan,nonton pertandingan tenis di hari ke pon xxi aceh sumut pasti jadi pengalaman yang tidak bisa dilupakan,"['nonton', 'pertandingan', 'tenis', 'di', 'hari', 'ke', 'pon', 'xxi', 'aceh', 'sumut', 'pasti', 'jadi', 'pengalaman', 'yang', 'tidak', 'bisa', 'dilupakan']","['nonton', 'pertandingan', 'tenis', 'hari', 'pon', 'xxi', 'aceh', 'sumut', 'jadi', 'pengalaman', 'tidak', 'dilupakan']",nonton tanding tenis hari pon xxi aceh sumut jadi alam tidak lupa,Positif,[],"['#eSportPONXXIBerlaga', '#eSportPONXXIBerlaga']"
